"","PROBEID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"8114612","8114612","CD14","CD14 molecule",0.333090455565777,8.12387782687642,1.4749553357135,0.16433560318279,0.407309442516969,-5.36714223115236
"8030067","8030067","SULT2B1","sulfotransferase family, cytosolic, 2B, member 1",0.120709501968908,4.99446074749873,1.47450353607999,0.164455327589401,0.407465026407458,-5.36773775333794
"7997801","7997801","IL17C","interleukin 17C",0.10464858875772,5.76781997656746,1.47446579808649,0.164465331276623,0.407465026407458,-5.36778749042136
"7973327","7973327","MRPL52","mitochondrial ribosomal protein L52",0.120919971642014,5.50883478382619,1.47444561592883,0.164470681426978,0.407465026407458,-5.36781408928728
"8158123","8158123","FPGS","folylpolyglutamate synthase",0.12440038861675,5.83263452203264,1.47430706382023,0.164507414594384,0.407496315184273,-5.36799668571066
"8040045","8040045","COLEC11","collectin sub-family member 11",0.139851598079535,5.78566675874226,1.47418616161499,0.164539474041356,0.407516019358799,-5.36815601166985
"8150364","8150364","TM2D2","TM2 domain containing 2",0.101642068361429,6.19143979903789,1.47384624492276,0.164629637440319,0.407679603129638,-5.36860390767336
"7951535","7951535","KDELC2","KDEL (Lys-Asp-Glu-Leu) containing 2",0.148263074782062,6.68736643495414,1.47368211370278,0.164673188396525,0.407727727450447,-5.36882015153485
"8001971","8001971","LRRC29","leucine rich repeat containing 29",-0.147529577182893,4.61117054276311,-1.47334628621038,0.164762327905434,0.407870873772431,-5.36926255359271
"8163109","8163109","FRRS1L","ferric-chelate reductase 1-like",0.127183601318307,3.91284362511276,1.4731451861111,0.164815725863707,0.407870873772431,-5.36952743875977
"8126542","8126542","ZNF318","zinc finger protein 318",-0.114001688749613,5.47310552504016,-1.47312113353177,0.164822113503664,0.407870873772431,-5.36955911865353
"7905881","7905881","ADAM15","ADAM metallopeptidase domain 15",0.123574705748397,6.92849901104801,1.47302172893487,0.164848514581231,0.407870873772431,-5.36969004159526
"8108822","8108822","RELL2","RELT-like 2",0.115248022929643,4.51359683260784,1.47300999445331,0.164851631402284,0.407870873772431,-5.3697054963349
"7964262","7964262","NACA","nascent polypeptide-associated complex alpha subunit",-0.102930680623965,10.2213337704056,-1.4725227505769,0.16498109316194,0.40813145463795,-5.37034713796344
"8010499","8010499","ENDOV","endonuclease V",-0.13856060733106,5.08569713760289,-1.47180803707417,0.165171149122426,0.408541835707935,-5.37128806006262
"8020100","8020100","RALBP1","ralA binding protein 1",-0.110337068578442,7.27856582691791,-1.47156215861649,0.165236575537586,0.408643877419313,-5.37161168548842
"8039730","8039730","ZSCAN18","zinc finger and SCAN domain containing 18",-0.12309493977326,5.41216866386201,-1.47091017635279,0.16541016886636,0.40901335598284,-5.37246964116702
"8113914","8113914","FNIP1","folliculin interacting protein 1",0.110943269448804,7.08720082395275,1.47080565476742,0.165438012513678,0.409022380748206,-5.37260715823305
"7928534","7928534","C10orf11","chromosome 10 open reading frame 11",-0.131439583194997,4.70816308751743,-1.47048506589362,0.165523439250924,0.409114594459572,-5.37302890809309
"8071086","8071086","CECR2","cat eye syndrome chromosome region, candidate 2",-0.124437803112545,3.89412477677988,-1.47048405341366,0.165523709103482,0.409114594459572,-5.37303023995611
"8084478","8084478","FAM131A","family with sequence similarity 131, member A",0.167570286916813,4.18115511590876,1.46989585129401,0.165680543112253,0.409442371269662,-5.37380387929542
"8003503","8003503","FANCA","Fanconi anemia, complementation group A",0.10082510274797,5.19416921405284,1.46969934875995,0.165732965028606,0.409512058867819,-5.37406228293544
"7962537","7962537","SLC38A2","solute carrier family 38, member 2",0.138597694989038,9.50246921494983,1.46942163370872,0.165807076218554,0.4096295104431,-5.37442744077112
"8028730","8028730","SELV","selenoprotein V",0.119558531742514,5.13232606765631,1.46933965541101,0.165828958326782,0.4096295104431,-5.37453522189961
"7914525","7914525","MARCKSL1","MARCKS-like 1",-0.0968597846222909,9.44217705772145,-1.46892574244689,0.165939479447557,0.409842635433222,-5.37507935020274
"8140909","8140909","ERVW-1","endogenous retrovirus group W, member 1",-0.137594968571523,3.70437054921661,-1.46870867460963,0.165997464686676,0.409925962312729,-5.37536466359845
"8082552","8082552","RHO","rhodopsin",0.106154435162165,3.94343392239551,1.46861463067396,0.166022591900254,0.409928134754739,-5.37548826549179
"8167645","8167645","NUDT10","nudix (nucleoside diphosphate linked moiety X)-type motif 10",-0.106771896280439,5.73600206569886,-1.46848773697793,0.166056501182922,0.409951987295338,-5.3756550329822
"8066031","8066031","SCAND1","SCAN domain containing 1",-0.101511077107229,5.35920020965956,-1.4681925259166,0.166135411791837,0.410070759517226,-5.37604296895872
"8038962","8038962","ZNF836","zinc finger protein 836",-0.115669893459756,6.55706825610714,-1.46812628189527,0.166153123310836,0.410070759517226,-5.37613001249095
"8018379","8018379","CASKIN2","CASK interacting protein 2",-0.116376340166884,5.51721829541061,-1.4678004409212,0.16624026584288,0.410225942831665,-5.37655812183099
"8132209","8132209","ZNRF2P1","zinc and ring finger 2 pseudogene 1",0.136792786713908,6.88823874740574,1.4675464891835,0.16630820907918,0.410333710258701,-5.37689173242399
"8026133","8026133","DAND5","DAN domain family member 5, BMP antagonist",-0.133257104088783,4.09514915092011,-1.46728351866027,0.166378589872519,0.410447459562937,-5.37723714796816
"7944195","7944195","UBE4A","ubiquitination factor E4A",-0.132816979218756,8.47857614293001,-1.4670225382895,0.166448462813924,0.41055992301316,-5.37757990633586
"7920217","7920217","SPRR2G","small proline-rich protein 2G",-0.120225172640699,5.07142394475016,-1.46651790220707,0.166583640379152,0.410784846726008,-5.37824254798548
"8045933","8045933","TANK","TRAF family member-associated NFKB activator",0.127549534757712,6.16207473162993,1.46641764798894,0.166610506614224,0.410784846726008,-5.3783741734809
"8019149","8019149","SLC38A10","solute carrier family 38, member 10",0.148933815253008,6.92768574332873,1.46641004027412,0.166612545486823,0.410784846726008,-5.37838416152246
"7947147","7947147","SVIP","small VCP/p97-interacting protein",-0.174916694061308,7.18957573262289,-1.46590115163273,0.166748975668211,0.411061268977366,-5.37905219003718
"8079204","8079204","ZNF197","zinc finger protein 197",-0.121861910964546,4.8110828473859,-1.46572788356097,0.166795449312896,0.411091076060263,-5.37927960530165
"7974146","7974146","PRPF39","pre-mRNA processing factor 39",-0.165951160564112,6.31491535235597,-1.4656747621628,0.166809699619863,0.411091076060263,-5.37934932362583
"8001387","8001387","SALL1","spalt-like transcription factor 1",-0.110577579070738,5.39229959833751,-1.46542387931708,0.166877015112251,0.411197029221354,-5.37967856672137
"8099406","8099406","NKX3-2","NK3 homeobox 2",-0.122666791756452,5.14746334285564,-1.46515622746923,0.166948855169465,0.411268147012408,-5.38002977263183
"8114733","8114733","ARAP3","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3",0.125306292915588,5.26361332442247,1.4650809643972,0.166969061111971,0.411268147012408,-5.38012852276714
"7944869","7944869","SPA17","sperm autoantigenic protein 17",-0.214145793769598,4.92338039763587,-1.46504447841792,0.166978857275119,0.411268147012408,-5.3801763935019
"8004580","8004580","DNAH2","dynein, axonemal, heavy chain 2",-0.0909793417030906,3.66910283054986,-1.4647586449494,0.167055617771044,0.411397272255975,-5.3805513867907
"7897227","7897227","AJAP1","adherens junctions associated protein 1",0.122708254614691,3.92768973842321,1.46461681618022,0.167093716865117,0.41143116477158,-5.38073743695856
"7917906","7917906","RPL7","ribosomal protein L7",-0.120159845464785,10.3068398670738,-1.46448454672296,0.16712925465332,0.411447175255407,-5.38091093583183
"8067270","8067270","APCDD1L","adenomatosis polyposis coli down-regulated 1-like",0.112128715996263,5.22758335403832,1.46441146094424,0.16714889386337,0.411447175255407,-5.38100679827694
"8001317","8001317","N4BP1","NEDD4 binding protein 1",-0.143677952847858,6.6078002140444,-1.46418852966114,0.167208810729335,0.411534743658487,-5.38129918368475
"7977749","7977749","METTL3","methyltransferase like 3",0.148471413435112,7.04685744273203,1.46405243846065,0.167245396612985,0.411564872654894,-5.38147765860061
"7945781","7945781","PHLDA2","pleckstrin homology-like domain, family A, member 2",0.133448009778765,6.47864095508589,1.46373985216379,0.16732945580041,0.411680373861984,-5.38188755127122
"7945767","7945767","CDKN1C","cyclin-dependent kinase inhibitor 1C (p57, Kip2)",0.148098672176643,6.48943737076007,1.46369680545532,0.167341034495419,0.411680373861984,-5.38194399334545
"8079563","8079563","DHX30","DEAH (Asp-Glu-Ala-His) box helicase 30",0.105681884303305,6.34214674181712,1.46337449810115,0.167427750077269,0.411760349126492,-5.38236655978732
"8034390","8034390","ZNF799","zinc finger protein 799",-0.232058285382211,6.21737496971767,-1.46332349750755,0.167441475057939,0.411760349126492,-5.3824334189532
"7962794","7962794","ZNF641","zinc finger protein 641",0.147495042636231,5.47848100478691,1.46330441495724,0.167446610685238,0.411760349126492,-5.38245843477671
"8049487","8049487","MLPH","melanophilin",0.192583915992388,6.22168037471114,1.463169316179,0.167482973187468,0.411789869794552,-5.3826355327826
"7903457","7903457","PRMT6","protein arginine methyltransferase 6",-0.139523342320781,5.22411503441199,-1.46296343440911,0.167538400052353,0.411866248550979,-5.38290539646765
"7950555","7950555","LRRC32","leucine rich repeat containing 32",0.154840079862879,5.59114340719219,1.46263449934971,0.167626986960669,0.41202411188675,-5.38333649914055
"8115445","8115445","TIMD4","T-cell immunoglobulin and mucin domain containing 4",0.28576388681212,4.19702567058244,1.46249131050998,0.167665562063242,0.412059019078525,-5.38352414123365
"7899029","7899029","MAN1C1","mannosidase, alpha, class 1C, member 1",0.11797295762686,5.40850586178427,1.46229968617,0.16771719737824,0.412125513728255,-5.38377523544025
"7960878","7960878","POU5F1P3","POU class 5 homeobox 1 pseudogene 3",-0.156652657279808,5.39212799374477,-1.46220998306349,0.16774137347475,0.412125513728255,-5.38389276957764
"7898679","7898679","NBPF3","neuroblastoma breakpoint family, member 3",-0.116278619672368,5.86858504947914,-1.46203787711142,0.167787766361347,0.412179595772294,-5.38411825838628
"8146957","8146957","PI15","peptidase inhibitor 15",0.71009792851604,5.32874102937346,1.46179715802221,0.16785267270412,0.412279134786553,-5.38443361094463
"8016484","8016484","PRAC1","prostate cancer susceptibility candidate 1",0.570793341681299,5.41680917864221,1.46134740273731,0.16797399913107,0.41251720356041,-5.38502271186141
"7903308","7903308","TRMT13","tRNA methyltransferase 13 homolog (S. cerevisiae)",-0.158209019757838,6.57968877749835,-1.46105621155304,0.168052590461511,0.412607779221236,-5.38540405322808
"8096744","8096744","CYP2U1","cytochrome P450, family 2, subfamily U, polypeptide 1",0.138387857999046,4.96491317405954,1.46102990182615,0.168059692873384,0.412607779221236,-5.38543850556764
"7918157","7918157","VAV3","vav 3 guanine nucleotide exchange factor",-0.165109616520158,5.76608948663529,-1.46058652674378,0.168179421639691,0.412841774682826,-5.3860190351586
"8180376","8180376","AKR1C1","aldo-keto reductase family 1, member C1",-0.246650042305745,7.00519832391621,-1.45935914430174,0.168511237302482,0.413474477955402,-5.38762544924507
"7978544","7978544","EGLN3","egl-9 family hypoxia-inducible factor 3",0.241685194769182,7.69110225474601,1.45930927894786,0.168524729730026,0.413474477955402,-5.3876906934962
"7945539","7945539","SLC25A22","solute carrier family 25 (mitochondrial carrier: glutamate), member 22",0.136083708523764,5.77194247961145,1.45923066827757,0.168546001828099,0.413474477955402,-5.38779354516293
"7965436","7965436","EEA1","early endosome antigen 1",-0.152155433649957,7.34915962179592,-1.45919636155416,0.168555285956696,0.413474477955402,-5.38783842974651
"7933877","7933877","JMJD1C","jumonji domain containing 1C",0.136330870339317,8.39127496011113,1.45918096626885,0.168559452387829,0.413474477955402,-5.38785857164827
"8174576","8174576","AMOT","angiomotin",-0.16038537659654,5.23971304954422,-1.45898733322866,0.16861186275023,0.413543036653908,-5.38811189207443
"7951140","7951140","LOC100131541","uncharacterized LOC100131541",-0.207221904995849,5.45433360922344,-1.45882136407168,0.168656796267864,0.413566648445762,-5.38832900231269
"7960280","7960280","FBXL14","F-box and leucine-rich repeat protein 14",-0.144240262132829,6.31391059598756,-1.45877106733384,0.168670415298328,0.413566648445762,-5.38839479384168
"7955858","7955858","HOXC10","homeobox C10",-0.133474335716244,3.69170276411232,-1.45866812510933,0.168698292219222,0.413575018598922,-5.38852944422215
"7910640","7910640","GGPS1","geranylgeranyl diphosphate synthase 1",-0.148668904014793,6.10490288587105,-1.45814905790544,0.168838915428751,0.413859751230748,-5.389208291618
"7968637","7968637","CCNA1","cyclin A1",0.102138834845873,3.65361646556745,1.45781820429944,0.168928600083654,0.41392987808337,-5.38964090001511
"8037767","8037767","PNMAL1","paraneoplastic Ma antigen family-like 1",-0.135146665822478,3.94977301938666,-1.457783861756,0.168937911626292,0.41392987808337,-5.38968580070991
"8009096","8009096","ACE","angiotensin I converting enzyme",0.176164169484397,5.07944639547924,1.45771422886439,0.168956793019991,0.41392987808337,-5.3897768389978
"8106976","8106976","GPR150","G protein-coupled receptor 150",0.13682847736945,6.35019323438005,1.45763526971939,0.168978205430059,0.41392987808337,-5.38988006674104
"8109333","8109333","GPX3","glutathione peroxidase 3",-0.168088805559933,5.85918070816544,-1.45750582109076,0.169013314681784,0.41392987808337,-5.39004929367659
"7980833","7980833","PPP4R3A","protein phosphatase 4, regulatory subunit 3A",-0.117631719476506,6.90830940316154,-1.45750171038421,0.169014429694162,0.41392987808337,-5.39005466738922
"8019273","8019273","ALYREF","Aly/REF export factor",0.122643508711141,8.12710085915487,1.45740315384236,0.169041164603754,0.413935389454094,-5.39018350201449
"8122909","8122909","SCAF8","SR-related CTD-associated factor 8",-0.118931179112948,7.55980038789355,-1.4571563992835,0.169108115980976,0.413992334048817,-5.39050603633248
"7972808","7972808","CARKD","carbohydrate kinase domain containing",-0.1233224039101,4.95609936459731,-1.45704243820987,0.169139044307812,0.413992334048817,-5.3906549824717
"7998637","7998637","MSRB1","methionine sulfoxide reductase B1",0.153166346090104,7.79354657291653,1.45696872127797,0.169159053154962,0.413992334048817,-5.3907513254752
"7942650","7942650","C11orf30","chromosome 11 open reading frame 30",-0.167816257433567,5.73552604327014,-1.45695649843777,0.169162370969433,0.413992334048817,-5.39076729956059
"8035980","8035980","RHPN2","rhophilin, Rho GTPase binding protein 2",-0.20876972890627,8.19205720965092,-1.45674979559613,0.169218487455948,0.414069727736323,-5.39103742608274
"8108251","8108251","NPY6R","neuropeptide Y receptor Y6 (pseudogene)",-0.212512194495718,5.90445853660022,-1.45625887640842,0.169351826748562,0.41430916824747,-5.39167886779244
"8148917","8148917","MFSD3","major facilitator superfamily domain containing 3",-0.120366867873027,5.86181832841167,-1.45620909368753,0.169365353233069,0.41430916824747,-5.39174390602988
"8074063","8074063","ADM2","adrenomedullin 2",0.142045809903896,6.07359959133416,1.45595993297938,0.169433066428762,0.414322667375161,-5.39206939639417
"8144112","8144112","MNX1","motor neuron and pancreas homeobox 1",-0.0951586450430151,6.20498146347785,-1.45595201094449,0.169435219734497,0.414322667375161,-5.39207974467465
"8087116","8087116","TMEM89","transmembrane protein 89",-0.123840007485686,5.98627080551053,-1.45591826026507,0.169444393838393,0.414322667375161,-5.39212383157452
"8100615","8100615","UBA6","ubiquitin-like modifier activating enzyme 6",0.184012345534792,7.72032947907944,1.45545087904378,0.169571480203106,0.414516822501757,-5.39273427494603
"8032839","8032839","SEMA6B","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B",0.154238822817912,5.56916900206158,1.45544589902647,0.169572834758201,0.414516822501757,-5.39274077856493
"7986132","7986132","MAN2A2","mannosidase, alpha, class 2A, member 2",0.16288754770406,5.80353775302773,1.4553044245152,0.169611319346736,0.414550956321514,-5.39292552963489
"8146243","8146243","HOOK3","hook microtubule-tethering protein 3",0.109722961020171,7.12543440322764,1.45521190597,0.169636490658936,0.414552545689502,-5.39304634240228
"8047288","8047288","SGOL2","shugoshin-like 2 (S. pombe)",0.183618700395026,5.03893337471584,1.45511008059528,0.16966419768405,0.414560330401292,-5.39317930194671
"8030721","8030721","CLEC11A","C-type lectin domain family 11, member A",0.137071524558611,5.31470099924572,1.45497666429912,0.16970050645391,0.414589127472514,-5.39335350169394
"8108174","8108174","PCBD2","pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2",-0.173031537472592,5.1768946046712,-1.4547233326223,0.16976946771788,0.414697676815269,-5.39368424210252
"8016018","8016018","SLC25A39","solute carrier family 25, member 39",-0.122015122487303,7.77015426915582,-1.45449894655939,0.169830569127639,0.414748168158954,-5.3939771581271
"7910706","7910706","LGALS8","lectin, galactoside-binding, soluble, 8",-0.100687309212664,7.54112630854661,-1.45446724489172,0.169839203132878,0.414748168158954,-5.39401853925089
"8098150","8098150","TMA16","translation machinery associated 16 homolog",-0.101571410359097,5.82795602032745,-1.45423710322163,0.169901893669245,0.414800071691072,-5.39431893081863
"7992737","7992737","FLYWCH2","FLYWCH family member 2",-0.127239352171753,6.32398216173609,-1.45420907839409,0.169909528951891,0.414800071691072,-5.39435550782151
"8018209","8018209","NAT9","N-acetyltransferase 9 (GCN5-related, putative)",0.111969098202817,5.94901305900363,1.45402183811373,0.169960549410507,0.414864719655504,-5.39459987432559
"8077238","8077238","D2HGDH","D-2-hydroxyglutarate dehydrogenase",-0.137433046326445,5.71586400307661,-1.45374073294718,0.170037170928596,0.414965684291945,-5.39496670163538
"8168790","8168790","TMEM35","transmembrane protein 35",-0.136830837779668,4.96210266003075,-1.45365875431127,0.170059521503116,0.414965684291945,-5.39507366993458
"8161919","8161919","TLE1","transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)",-0.161961823446584,6.45869357783966,-1.45358115323645,0.170080680854984,0.414965684291945,-5.39517492231596
"8140398","8140398","YWHAG","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma",0.108025652658181,7.50719688460685,1.45349745685094,0.170103504680992,0.414965684291945,-5.3952841234469
"8090351","8090351","ZXDC","ZXD family zinc finger C",-0.116132842424431,6.38457137207128,-1.45338711558199,0.17013359843743,0.414965684291945,-5.39542808212894
"7998407","7998407","C1QTNF8","C1q and tumor necrosis factor related protein 8",0.153547737602855,4.61688588076834,1.45332997217497,0.17014918511249,0.414965684291945,-5.39550263223797
"8014679","8014679","SRCIN1","SRC kinase signaling inhibitor 1",-0.126611085796474,4.5376147212504,-1.45283027919971,0.170285534516149,0.415238316245495,-5.39615445033996
"7968883","7968883","LACC1","laccase (multicopper oxidoreductase) domain containing 1",-0.231540068410587,6.34783765504394,-1.45269151266426,0.170323415495202,0.415250898633966,-5.39633543437782
"8097543","8097543","ZNF330","zinc finger protein 330",-0.109535438505502,7.45881184375771,-1.45263143053895,0.170339819119044,0.415250898633966,-5.396413791728
"7964872","7964872","PTPRB","protein tyrosine phosphatase, receptor type, B",-0.117374771800248,6.11213881549048,-1.45243763172336,0.170392739110536,0.415320018368329,-5.39666652281356
"8016215","8016215","ARHGAP27","Rho GTPase activating protein 27",-0.128424330152118,6.43125089990002,-1.45165186097006,0.170607448236271,0.415774967798979,-5.39769099349826
"8127943","8127943","SNX14","sorting nexin 14",-0.126958192039325,7.27167044515439,-1.45157458006499,0.170628577226388,0.415774967798979,-5.39779172940928
"7978132","7978132","IPO4","importin 4",0.119738687250823,5.78793130223693,1.4514560108076,0.170660998927518,0.415794040620929,-5.39794627742538
"7952707","7952707","PRDM10","PR domain containing 10",-0.152934519676825,5.53268609033176,-1.45123999774665,0.170720079044883,0.415878048462937,-5.39822781465536
"8038782","8038782","CTU1","cytosolic thiouridylase subunit 1",0.159027165232658,6.55276248771919,1.45105463516378,0.170770789852981,0.415941647205662,-5.39846938036388
"8021113","8021113","C18orf25","chromosome 18 open reading frame 25",-0.114408069615514,5.77456403370378,-1.45021152658424,0.17100160379317,0.416443836607222,-5.39956784855706
"8075263","8075263","NIPSNAP1","nipsnap homolog 1 (C. elegans)",-0.107487503545592,6.48006967422848,-1.45002881420635,0.171051658588026,0.416459223544997,-5.39980584087388
"7928524","7928524","VDAC2","voltage-dependent anion channel 2",-0.165984405645946,5.63892579617381,-1.45000862719721,0.171057189654351,0.416459223544997,-5.39983213419085
"8063351","8063351","SLC9A8","solute carrier family 9, subfamily A (NHE8, cation proton antiporter 8), member 8",-0.105809553930801,6.24387776929755,-1.44979338802486,0.171116172653842,0.416542838716465,-5.40011246425687
"7919560","7919560","RNVU1-15","RNA, variant U1 small nuclear 15",0.222285234706819,5.56517642097132,1.449272913601,0.171258871169602,0.416830186581239,-5.40079021423514
"8080578","8080578","CACNA2D3","calcium channel, voltage-dependent, alpha 2/delta subunit 3",0.117081243668043,4.11967528565315,1.44908577038254,0.171310204618106,0.416895108575457,-5.40103386564327
"8126839","8126839","TNFRSF21","tumor necrosis factor receptor superfamily, member 21",-0.184900312631179,7.69548632524382,-1.44888796065946,0.171364477913204,0.416906610336367,-5.40129138002878
"8082298","8082298","NUP210P1","nucleoporin 210kDa pseudogene 1",-0.131862441281392,5.17403548290723,-1.4488791417242,0.171366897910794,0.416906610336367,-5.40130286019085
"8178298","8178298","GABBR1","gamma-aminobutyric acid (GABA) B receptor, 1",0.139697058320186,4.87699813317058,1.44879892391102,0.171388911737711,0.416906610336367,-5.40140728247867
"8133145","8133145","CRCP","CGRP receptor component",-0.168760514444458,7.20994069088711,-1.44845971468733,0.171482025659798,0.41703143043985,-5.40184879739345
"8148597","8148597","ZFP41","ZFP41 zinc finger protein",-0.10466632164561,4.67223769533832,-1.44836672177793,0.171507559888621,0.41703143043985,-5.40196982418813
"8028162","8028162","TBCB","tubulin folding cofactor B",0.125963555761618,8.04539688128002,1.44834243973151,0.171514227839127,0.41703143043985,-5.40200142545467
"8004741","8004741","CNTROB","centrobin, centrosomal BRCA2 interacting protein",-0.145316775913948,5.455959499647,-1.44815618832035,0.171565380472796,0.417095818560985,-5.40224380521269
"8040503","8040503","UBXN2A","UBX domain protein 2A",-0.110524707577456,6.42241966115255,-1.44795436046323,0.171620825500348,0.41717062198546,-5.40250643049687
"8145440","8145440","PPP2R2A","protein phosphatase 2, regulatory subunit B, alpha",0.108672323100934,7.33038269678209,1.44785606777597,0.171647833357963,0.417176289641997,-5.40263432287144
"7942300","7942300","IL18BP","interleukin 18 binding protein",0.150865528132163,5.25091226309674,1.44761006375027,0.171715443435906,0.417257167623017,-5.40295438107068
"8018502","8018502","TRIM65","tripartite motif containing 65",0.143013813118235,6.22907531296994,1.44755538955819,0.171730472750559,0.417257167623017,-5.40302550849172
"7991332","7991332","MESP1","mesoderm posterior bHLH transcription factor 1",-0.145912134495542,5.99407345746628,-1.44721763424296,0.171823342290493,0.417360924864309,-5.40346486294611
"8031714","8031714","ZNF460","zinc finger protein 460",0.12095501278617,7.61736631631824,1.44710859460297,0.171853332923072,0.417360924864309,-5.40360668690252
"8068083","8068083","MAP3K7CL","MAP3K7 C-terminal like",0.117801113933591,4.23960815641281,1.44704631460191,0.171870464593733,0.417360924864309,-5.40368768886162
"8029779","8029779","IGFL1","IGF-like family member 1",-0.155043070220863,3.91247556466249,-1.44704100682824,0.171871924695689,0.417360924864309,-5.4036945920877
"8167763","8167763","TSPYL2","TSPY-like 2",0.174743085016202,5.14454910402966,1.44681939643653,0.171932896210318,0.417437969998006,-5.40398279980852
"8120251","8120251","FBXO9","F-box protein 9",-0.142933584271122,6.86911923250401,-1.4467358077877,0.171955898603855,0.417437969998006,-5.40409149997936
"7992682","7992682","FLJ42627","uncharacterized LOC645644",-0.139083132201458,5.08540449524367,-1.44661330843749,0.171989613320254,0.417437969998006,-5.40425079225302
"8145555","8145555","SCARA3","scavenger receptor class A, member 3",0.126232405337851,5.04565176093028,1.44656678470952,0.172002419200645,0.417437969998006,-5.40431128696209
"8052803","8052803","AAK1","AP2 associated kinase 1",-0.107774517702552,6.88221842978487,-1.44643160881189,0.172039631550214,0.417468352373749,-5.40448704805739
"7953651","7953651","PEX5","peroxisomal biogenesis factor 5",-0.149519406067069,5.96624843132561,-1.44629000690797,0.172078620136957,0.41749242796095,-5.40467115197527
"8040473","8040473","RHOB","ras homolog family member B",0.206820952983803,6.99254793924099,1.44621620732306,0.172098943006025,0.41749242796095,-5.40476709752964
"8153071","8153071","FAM135B","family with sequence similarity 135, member B",-0.137942631419987,3.87457742399307,-1.44578425894296,0.172217932921319,0.417721144041294,-5.40532859624959
"8032601","8032601","RAX2","retina and anterior neural fold homeobox 2",0.174279543462318,5.37393546176713,1.44552418712432,0.172289608793425,0.417803963998417,-5.40566661148858
"8019930","8019930","MYL12B","myosin, light chain 12B, regulatory",-0.149946416611249,10.8672191810602,-1.44538533178576,0.172327887596519,0.417803963998417,-5.4058470640007
"7979416","7979416","TIMM9","translocase of inner mitochondrial membrane 9 homolog (yeast)",-0.137705880487855,4.9820736826919,-1.44531037986659,0.172348552849833,0.417803963998417,-5.40594446429152
"8097513","8097513","MGST2","microsomal glutathione S-transferase 2",-0.229208824768518,8.54610453900016,-1.44510384550511,0.1724055078932,0.417803963998417,-5.40621283784612
"8042086","8042086","VRK2","vaccinia related kinase 2",0.10292902472221,7.07258310761104,1.44506175044922,0.172417118189154,0.417803963998417,-5.40626753338528
"8117243","8117243","LRRC16A","leucine rich repeat containing 16A",-0.177322875315637,8.01488940645884,-1.44505013558534,0.172420321816182,0.417803963998417,-5.40628262477375
"8124955","8124955","NCR3","natural cytotoxicity triggering receptor 3",0.116830739873819,5.14757580585967,1.44484606038923,0.172476618237836,0.417803963998417,-5.40654776903343
"8178517","8178517","NCR3","natural cytotoxicity triggering receptor 3",0.116830739873819,5.14757580585967,1.44484606038923,0.172476618237836,0.417803963998417,-5.40654776903343
"8179773","8179773","NCR3","natural cytotoxicity triggering receptor 3",0.116830739873819,5.14757580585967,1.44484606038923,0.172476618237836,0.417803963998417,-5.40654776903343
"7901611","7901611","SSBP3-AS1","SSBP3 antisense RNA 1",-0.130064514182905,4.58925892257178,-1.44476417542565,0.17249921144617,0.417803963998417,-5.40665415040387
"8145865","8145865","ADGRA2","adhesion G protein-coupled receptor A2",0.180732067727178,5.55787892016188,1.44453373033388,0.172562807776,0.417871065250282,-5.40695351157558
"8069174","8069174","FAM207A","family with sequence similarity 207, member A",0.156701887481105,6.00259455838076,1.44448466750258,0.172576350264845,0.417871065250282,-5.40701724257187
"7922727","7922727","RGS8","regulator of G-protein signaling 8",-0.12284664140225,4.03484151286893,-1.444312130732,0.172623981516044,0.417926540385255,-5.40724134989683
"8148220","8148220","FER1L6","fer-1-like family member 6",-0.257121418023161,7.53598503244046,-1.44381007131275,0.17276264484105,0.418202358774741,-5.40789336445816
"7967544","7967544","SCARB1","scavenger receptor class B, member 1",-0.175265363390819,6.31012979858301,-1.44345014592284,0.172862109677831,0.418324212358945,-5.40836069304718
"8160816","8160816","ENHO","energy homeostasis associated",-0.137073637829076,4.7678270664562,-1.44344883600951,0.172862471757932,0.418324212358945,-5.40836239369244
"7932703","7932703","ACBD5","acyl-CoA binding domain containing 5",-0.158778824829605,7.75145445927037,-1.44315233387022,0.172944445825897,0.418462688010966,-5.40874731068917
"7943297","7943297","CEP57","centrosomal protein 57kDa",-0.117918820932507,6.91373558508546,-1.44154781378821,0.173388612797661,0.419444914353894,-5.41082930996494
"7990269","7990269","C15orf59","chromosome 15 open reading frame 59",-0.124369891455028,4.66232120125189,-1.44148564117389,0.173405842757771,0.419444914353894,-5.41090995092211
"8169742","8169742","XIAP","X-linked inhibitor of apoptosis, E3 ubiquitin protein ligase",-0.151068152128492,7.3994096462416,-1.44138733650047,0.1734330889557,0.419444914353894,-5.41103745188823
"7974387","7974387","STYX","serine/threonine/tyrosine interacting protein",0.157343470792147,7.35792290154289,1.44132767283449,0.173449627129308,0.419444914353894,-5.41111483252156
"8107985","8107985","CCNI2","cyclin I family, member 2",-0.159867920424421,5.76069211607789,-1.44100511562552,0.173539059623936,0.419601164474008,-5.41153313269099
